kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,0,0,0,0,2.470613377,122.763305,0.818,1.74319,14230.9,13.04,1339.0,761.46,4304.3,1,q1_q17_dr25_tce,5820.0,4.457,0.964,286.80847,49.316399,11.338
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,2.204735417,121.3585417,0.224,3.88864,6674.7,16.1,2048.0,4148.92,5945.9,1,q1_q17_dr25_tce,6440.0,4.019,1.952,292.24728,47.969521,10.463
10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0.913,0,0,0,0,4.887803076,124.8130808,0.054,2.36255,4315.8,4.82,800.0,96.67,862.3,1,q1_q17_dr25_tce,4778.0,4.591,0.763,297.70935,48.080853,9.174
3861595,K00004.01,Kepler-1658 b,CONFIRMED,CANDIDATE,1.0,0,1,0,0,3.849371737,157.526686,0.915,2.632,1298.6,12.94,2034.0,4055.29,132.7,1,q1_q17_dr25_tce,6244.0,3.657,2.992,294.35654,38.94738,11.432
11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.213668926,123.611878,0.021,3.98235,727.8,4.13,1515.0,1244.44,346.9,1,q1_q17_dr25_tce,5795.0,4.101,1.545,285.61533,50.13575,12.211
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.522498429,121.1194228,0.631,3.19843,9145.7,14.59,1521.0,1264.67,1741.5,1,q1_q17_dr25_tce,6225.0,4.169,1.451,281.28812,42.45108,13.563
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.635,0,0,0,0,17.85522168,146.596466,0.075,7.41287,9065.2,13.16,911.0,163.04,915.7,1,q1_q17_dr25_tce,6823.0,4.308,1.367,297.45374,41.01099,11.353
9941662,K00013.01,Kepler-13 b,CONFIRMED,CANDIDATE,0.875,0,1,0,0,1.763587535,120.5659254,0.512,3.16877,4590.6,21.42,3559.0,37958.27,4061.9,1,q1_q17_dr25_tce,9107.0,3.867,3.031,286.97119,46.868359,9.958
10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,0.987,0,0,0,0,3.234699282,121.4865708,0.079,3.59385,10558.7,13.06,1356.0,797.62,3003.8,1,q1_q17_dr25_tce,5640.0,4.236,1.291,296.83725,48.239944,13.303
8191672,K00018.01,Kepler-5 b,CONFIRMED,CANDIDATE,0.754,0,1,0,0,3.548465446,122.9014315,0.075,4.56904,7251.5,14.92,1640.0,1708.28,2486.5,1,q1_q17_dr25_tce,6290.0,4.074,1.746,299.40701,44.035053,13.369
11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.761,0,0,0,0,4.437962934,171.0091259,0.069,4.69813,16387.6,18.05,1338.0,757.65,3535.6,1,q1_q17_dr25_tce,5953.0,4.175,1.415,286.24344,50.040379,13.438
9631995,K00022.01,Kepler-422 b,CONFIRMED,CANDIDATE,0.988,0,0,0,0,7.891448838,177.2499624,0.306,4.2854,10344.6,12.63,1028.0,263.54,1955.1,1,q1_q17_dr25_tce,5972.0,4.313,1.237,282.62967,46.32336,13.435
6521045,K00041.01,Kepler-100 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,12.81590421,122.94682,0.58,6.3856,220.5,2.26,939.0,183.68,106.7,1,q1_q17_dr25_tce,5788.0,4.122,1.474,291.38599,41.990269,11.197
6521045,K00041.02,Kepler-100 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.88707073,133.17797,0.696,4.4679,68.7,1.3,1155.0,420.97,38.2,2,q1_q17_dr25_tce,5788.0,4.122,1.474,291.38599,41.990269,11.197
6521045,K00041.03,Kepler-100 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,35.3331932,153.98249,0.656,5.966,99.7,1.55,670.0,47.52,28.8,3,q1_q17_dr25_tce,5788.0,4.122,1.474,291.38599,41.990269,11.197
8866102,K00042.01,Kepler-410 A b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.83367834,181.233943,0.013,4.5112,326.9,2.43,866.0,132.94,154.5,1,q1_q17_dr25_tce,6407.0,4.268,1.337,283.1507,45.139832,9.364
10905239,K00046.01,Kepler-101 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.487688776,170.932217,0.026,3.83661,1298.8,5.64,1445.0,1033.07,350.6,1,q1_q17_dr25_tce,5576.0,4.065,1.593,283.25549,48.355232,13.77
10905239,K00046.02,Kepler-101 c,CONFIRMED,CANDIDATE,0.917,0,0,0,0,6.02977241,132.48162,0.379,3.961,54.6,1.18,1204.0,496.46,11.5,2,q1_q17_dr25_tce,5576.0,4.065,1.593,283.25549,48.355232,13.77
9527334,K00049.01,Kepler-461 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.31377304,175.99137,0.002,2.964,837.4,2.74,886.0,145.51,19.6,1,q1_q17_dr25_tce,5900.0,4.509,0.951,292.24902,46.164822,13.704
11554435,K00063.01,Kepler-63 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,9.43414171,177.84346,0.538,2.8112,3977.0,5.73,791.0,92.39,40.2,1,q1_q17_dr25_tce,5578.0,4.518,0.886,289.22617,49.548199,11.582
3544595,K00069.01,Kepler-93 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.72674037,134.926396,0.657,2.9267,273.1,1.56,1028.0,264.08,287.8,1,q1_q17_dr25_tce,5648.0,4.472,0.894,291.4183,38.672359,9.931
6850504,K00070.01,Kepler-20 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.85409593,138.608031,0.422,3.7768,1034.4,2.99,765.0,80.88,252.8,1,q1_q17_dr25_tce,5465.0,4.449,0.925,287.698,42.338718,12.498
6850504,K00070.02,Kepler-20 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.696121272,134.5014,0.016,2.463,383.4,1.78,1095.0,340.33,130.0,2,q1_q17_dr25_tce,5465.0,4.449,0.925,287.698,42.338718,12.498
6850504,K00070.03,Kepler-20 d,CONFIRMED,CANDIDATE,0.563,0,0,0,0,77.6114427,164.7292,0.094,7.1786,814.5,2.59,397.0,5.87,100.5,3,q1_q17_dr25_tce,5465.0,4.449,0.925,287.698,42.338718,12.498
6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,6.09855603,135.92906,0.21,2.9815,84.4,0.84,927.0,174.3,24.8,4,q1_q17_dr25_tce,5465.0,4.449,0.925,287.698,42.338718,12.498
6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,0.963,0,0,0,0,19.5776073,135.2032,0.049,3.382,98.1,0.9,628.0,36.82,17.2,5,q1_q17_dr25_tce,5465.0,4.449,0.925,287.698,42.338718,12.498
11904151,K00072.01,Kepler-10 b,CONFIRMED,FALSE POSITIVE,0.0,1,0,0,0,0.837491225,131.574858,0.022,1.796,190.4,1.43,1980.0,3630.32,189.5,2,q1_q17_dr25_tce,5676.0,4.347,1.044,285.67938,50.241299,10.961
11904151,K00072.02,Kepler-10 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,45.29422297,138.678725,0.025,6.83,477.1,2.26,524.0,17.75,134.8,1,q1_q17_dr25_tce,5676.0,4.347,1.044,285.67938,50.241299,10.961
10187017,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.14567193,134.754877,0.75,3.7236,941.1,2.48,546.0,20.98,242.7,1,q1_q17_dr25_tce,4900.0,4.602,0.741,281.48273,47.208031,11.492
10187017,K00082.02,Kepler-102 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.31174786,134.07991,0.747,3.1818,275.9,1.34,634.0,38.13,81.7,2,q1_q17_dr25_tce,4900.0,4.602,0.741,281.48273,47.208031,11.492
10187017,K00082.03,Kepler-102 f,CONFIRMED,CANDIDATE,1.0,0,0,0,0,27.4536146,145.02866,0.765,3.747,136.4,0.95,457.0,10.34,27.5,3,q1_q17_dr25_tce,4900.0,4.602,0.741,281.48273,47.208031,11.492
10187017,K00082.04,Kepler-102 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.07136119,139.98763,0.658,2.757,65.7,0.63,719.0,63.11,22.4,4,q1_q17_dr25_tce,4900.0,4.602,0.741,281.48273,47.208031,11.492
10187017,K00082.05,Kepler-102 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.28691996,135.85427,0.705,2.579,41.5,0.51,792.0,92.97,15.8,5,q1_q17_dr25_tce,4900.0,4.602,0.741,281.48273,47.208031,11.492
2571238,K00084.01,Kepler-19 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.286964466,135.9945,0.004,3.3649,691.7,2.1,762.0,79.68,251.9,1,q1_q17_dr25_tce,5546.0,4.575,0.81,290.42081,37.851799,11.898
5866724,K00085.01,Kepler-65 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.859935955,132.040528,0.049,4.0185,322.8,2.56,1246.0,569.5,186.7,1,q1_q17_dr25_tce,6181.0,4.22,1.424,288.68869,41.15118,11.018
5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.154911236,133.498613,0.113,3.1341,99.7,1.42,1740.0,2162.35,83.0,2,q1_q17_dr25_tce,6181.0,4.22,1.424,288.68869,41.15118,11.018
5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.13121389,137.99254,0.622,4.2386,111.8,1.58,1117.0,368.36,55.3,3,q1_q17_dr25_tce,6181.0,4.22,1.424,288.68869,41.15118,11.018
10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,0.881,0,0,0,0,289.864067,133.69719,0.856,7.565,529.1,2.34,257.0,1.03,57.4,1,q1_q17_dr25_tce,5516.0,4.446,0.886,289.2175,47.88446,11.664
8056665,K00089.01,Kepler-462 b,CONFIRMED,CANDIDATE,0.881,0,0,0,0,84.6877524,150.57084,0.017,10.0248,347.7,3.37,611.0,32.96,95.1,1,q1_q17_dr25_tce,6688.0,4.062,1.79,299.82117,43.81427,11.642
8056665,K00089.02,Kepler-462 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,207.5829306,289.88311,0.84,7.0686,505.1,4.52,453.0,9.97,70.0,2,q1_q17_dr25_tce,6688.0,4.062,1.79,299.82117,43.81427,11.642
7941200,K00092.01,Kepler-1709 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,65.7045275,137.44275,0.663,3.3104,636.1,2.78,472.0,11.72,70.4,1,q1_q17_dr25_tce,5918.0,4.403,1.043,283.37482,43.788219,11.667
6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,22.34296483,132.741641,0.031,6.66405,5612.8,9.99,785.0,89.61,1118.9,1,q1_q17_dr25_tce,6181.0,4.234,1.331,297.33307,41.891121,12.205
6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.42367744,138.009041,0.005,5.2257,777.3,3.72,1012.0,247.48,204.4,3,q1_q17_dr25_tce,6181.0,4.234,1.331,297.33307,41.891121,12.205
6462863,K00094.03,Kepler-89 e,CONFIRMED,CANDIDATE,0.953,0,0,0,0,54.31996151,161.239869,0.497,8.5858,1975.0,6.07,584.0,27.4,291.3,2,q1_q17_dr25_tce,6181.0,4.234,1.331,297.33307,41.891121,12.205
6462863,K00094.04,Kepler-89 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.743166733,131.61967,0.008,3.6888,126.3,1.5,1423.0,971.76,47.2,4,q1_q17_dr25_tce,6181.0,4.234,1.331,297.33307,41.891121,12.205
5780885,K00097.01,Kepler-7 b,CONFIRMED,CANDIDATE,0.999,0,1,0,0,4.885488596,134.2768785,0.361,5.16165,7458.4,16.66,1496.0,1182.79,2590.1,1,q1_q17_dr25_tce,6036.0,3.968,1.909,288.58151,41.089809,12.885
10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,6.790120801,138.088199,0.486,6.0437,2302.3,9.86,1434.0,998.97,526.1,1,q1_q17_dr25_tce,6372.0,3.954,2.001,287.70883,47.33305,12.128
8456679,K00102.01,Kepler-1990 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.73513619,135.060047,0.045,2.2741,952.6,3.27,1554.0,1372.87,473.2,1,q1_q17_dr25_tce,5751.0,4.391,1.071,299.70474,44.435749,12.566
8456679,K00102.02,Kepler-1990 c,CONFIRMED,FALSE POSITIVE,0.491,0,0,1,0,4.06844957,132.27614,0.55,2.8349,79.8,0.98,1170.0,442.08,29.3,2,q1_q17_dr25_tce,5751.0,4.391,1.071,299.70474,44.435749,12.566
2444412,K00103.01,Kepler-1710 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.91095177,141.336726,0.014,3.325,864.5,2.62,694.0,54.87,116.9,1,q1_q17_dr25_tce,5650.0,4.5,0.899,291.68335,37.751591,12.593
10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.508057497,135.000657,0.742,1.1134,1507.6,3.25,997.0,234.06,312.7,1,q1_q17_dr25_tce,4780.0,4.597,0.761,281.19473,47.497131,12.895
8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.981014925,136.649307,0.097,1.8478,1059.3,3.14,880.0,141.77,198.3,1,q1_q17_dr25_tce,5666.0,4.362,0.967,298.93704,44.85791,12.87
11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.256962446,134.023923,0.676,4.9402,463.2,3.53,1163.0,432.1,168.3,1,q1_q17_dr25_tce,5858.0,4.112,1.549,294.83517,48.982361,12.702
4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.96532718,142.178033,0.674,4.5837,482.2,3.33,872.0,136.42,144.2,1,q1_q17_dr25_tce,5880.0,4.154,1.433,288.98456,40.064529,12.287
4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,179.609803,295.330361,0.711,13.755,1273.0,5.47,389.0,5.41,184.6,2,q1_q17_dr25_tce,5880.0,4.154,1.433,288.98456,40.064529,12.287
9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.940666412,135.21559,0.02,3.9092,520.2,2.87,996.0,233.04,161.4,1,q1_q17_dr25_tce,6215.0,4.305,1.259,284.55573,46.063831,12.663
6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,11.42755098,137.613711,0.608,4.6074,500.9,2.35,852.0,124.31,165.5,1,q1_q17_dr25_tce,5979.0,4.394,1.005,287.60461,42.166779,12.596
6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,23.66834635,132.71421,0.758,5.8297,449.4,2.32,668.0,47.11,112.8,3,q1_q17_dr25_tce,5979.0,4.394,1.005,287.60461,42.166779,12.596
6678383,K00111.03,Kepler-104 d,CONFIRMED,CANDIDATE,0.978,0,0,0,0,51.75530504,271.08808,0.638,7.4355,609.2,2.61,515.0,16.6,116.9,2,q1_q17_dr25_tce,5979.0,4.394,1.005,287.60461,42.166779,12.596
10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,51.07926451,185.18087,0.017,6.3729,736.8,2.75,503.0,15.17,126.8,1,q1_q17_dr25_tce,5833.0,4.407,1.022,295.64871,48.49556,12.772
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.709214104,133.98318,0.051,2.6302,131.1,1.16,1206.0,500.46,50.6,2,q1_q17_dr25_tce,5833.0,4.407,1.022,295.64871,48.49556,12.772
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.412203927,133.143089,0.787,2.9472,601.6,2.94,1093.0,337.68,166.7,1,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.12594387,139.00492,0.898,3.0014,192.4,1.79,997.0,233.31,47.1,2,q1_q17_dr25_tce,5779.0,4.339,1.087,287.88733,46.276241,12.791
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.57078281,136.279194,0.866,3.3539,511.7,2.64,785.0,89.61,88.4,1,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,43.84439721,151.93538,0.852,6.802,615.2,2.87,531.0,18.77,83.7,2,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.95,0,0,0,0,6.164876,135.63916,0.646,3.262,55.8,0.79,1021.0,256.35,14.4,3,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,0,0,0,0,23.9800854,147.537,0.95,5.351,104.0,1.31,649.0,41.94,17.1,4,q1_q17_dr25_tce,5854.0,4.406,1.012,300.86398,44.337551,12.882
10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,14.74914825,138.77799,0.173,6.0995,430.2,2.89,874.0,137.91,107.4,1,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.90144976,138.60548,0.529,4.1654,140.7,1.7,1262.0,598.74,50.6,3,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,3.180027898,133.49863,0.196,3.5797,120.3,1.53,1458.0,1066.86,50.4,2,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,7.95825328,137.80219,0.706,4.377,50.0,1.06,1074.0,314.15,14.7,4,q1_q17_dr25_tce,5847.0,4.191,1.402,297.02826,48.208611,12.487
3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,0.912,0,0,0,0,24.99324319,138.68167,0.686,5.9409,269.6,2.29,712.0,60.88,62.0,1,q1_q17_dr25_tce,5718.0,4.181,1.317,287.36279,38.649601,12.377
9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,49.18394185,141.911924,0.035,11.3364,1646.2,8.2,669.0,47.4,355.7,1,q1_q17_dr25_tce,5626.0,3.907,2.057,294.55917,46.062328,12.654
9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,0.987,0,0,0,0,190.3200468,312.68498,0.812,15.284,1141.7,7.78,426.0,7.8,139.3,2,q1_q17_dr25_tce,5626.0,3.907,2.057,294.55917,46.062328,12.654
8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.52306746,131.969055,0.0,3.8757,507.3,3.13,927.0,174.81,142.0,1,q1_q17_dr25_tce,5644.0,4.162,1.411,284.48245,44.398041,12.346
5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.481633073,122.977657,0.833,3.784,298.5,2.54,1145.0,406.25,125.6,1,q1_q17_dr25_tce,5945.0,4.213,1.302,290.39273,40.28487,12.365
5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,21.22261195,137.57403,0.02,6.5093,366.0,2.48,771.0,83.56,114.9,2,q1_q17_dr25_tce,5945.0,4.213,1.302,290.39273,40.28487,12.365
11086270,K00124.01,Kepler-110 b,CONFIRMED,FALSE POSITIVE,0.415,0,1,0,0,12.69104387,137.12594,0.008,3.7727,252.1,2.57,1008.0,244.3,60.2,1,q1_q17_dr25_tce,5869.0,4.024,1.626,292.92914,48.60281,12.935
11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,31.71981013,142.82083,0.125,4.819,363.4,3.09,743.0,71.97,63.1,2,q1_q17_dr25_tce,5869.0,4.024,1.626,292.92914,48.60281,12.935
11449844,K00125.01,Kepler-468 b,CONFIRMED,CANDIDATE,0.92,0,0,0,0,38.47876629,151.852812,0.003,5.04169,23530.0,13.26,484.0,13.01,1077.8,1,q1_q17_dr25_tce,5510.0,4.539,0.879,288.90222,49.370491,13.779
5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,33.80364366,202.259731,0.023,11.4813,13494.4,20.7,745.0,72.71,529.9,1,q1_q17_dr25_tce,5855.0,3.999,1.796,297.47586,41.114288,13.109
8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.578780566,134.0304187,0.079,2.91089,11382.2,10.43,1145.0,406.6,1838.4,1,q1_q17_dr25_tce,5524.0,4.421,0.994,289.60797,44.345421,13.938
11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,4.942783419,136.3294353,0.566,3.25346,11144.7,10.62,1008.0,244.42,2040.7,1,q1_q17_dr25_tce,5514.0,4.459,0.978,296.20059,49.140121,13.758
11974540,K00129.01,Kepler-470 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.66919273,132.864236,0.073,7.03515,7382.3,77.76,1485.0,1150.61,603.0,1,q1_q17_dr25_tce,5313.0,2.936,9.327,297.00943,50.372318,13.224
7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.014234733,133.174289,0.066,4.589,6536.0,10.63,1308.0,692.13,794.3,1,q1_q17_dr25_tce,6490.0,4.32,1.307,299.09753,43.497589,13.797
9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.024092505,132.4168573,0.424,2.8021,7765.0,12.14,1489.0,1162.54,1225.3,1,q1_q17_dr25_tce,6063.0,4.261,1.358,285.24084,46.668251,13.958
8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,7.641567589,135.407564,0.027,3.41018,2269.7,4.91,899.0,154.25,437.5,2,q1_q17_dr25_tce,5356.0,4.338,1.055,298.07944,44.746319,13.549
8644288,K00137.02,Kepler-18 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.85890852,128.154869,0.255,3.5252,3269.0,5.94,720.0,63.52,456.8,1,q1_q17_dr25_tce,5356.0,4.338,1.055,298.07944,44.746319,13.549
8644288,K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.504691252,133.511941,0.741,1.9811,315.1,2.03,1165.0,435.21,67.5,3,q1_q17_dr25_tce,5356.0,4.338,1.055,298.07944,44.746319,13.549
8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,224.7789355,142.095338,0.652,11.1899,3487.5,7.67,333.0,2.92,235.7,1,q1_q17_dr25_tce,5873.0,4.293,1.235,291.65317,44.688271,13.492
8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.341799486,141.35472,0.426,2.9254,178.2,1.67,1356.0,798.41,48.8,2,q1_q17_dr25_tce,5873.0,4.293,1.235,291.65317,44.688271,13.492
4180280,K00144.01,Kepler-472 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.176254191,133.090415,0.715,3.6716,1360.1,3.07,876.0,139.48,249.7,1,q1_q17_dr25_tce,4957.0,4.594,0.776,296.52429,39.24976,13.698
5735762,K00148.01,Kepler-48 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.77800306,124.061465,0.02,2.7361,473.0,1.85,932.0,177.79,115.4,2,q1_q17_dr25_tce,5192.0,4.489,0.873,299.13922,40.94902,13.04
5735762,K00148.02,Kepler-48 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,9.673958488,125.339418,0.194,3.2641,952.7,2.63,736.0,69.42,178.0,1,q1_q17_dr25_tce,5192.0,4.489,0.873,299.13922,40.94902,13.04
5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,42.89645024,146.0613,0.007,5.6897,555.3,2.0,448.0,9.54,66.8,3,q1_q17_dr25_tce,5192.0,4.489,0.873,299.13922,40.94902,13.04
3835670,K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.55730897,145.095012,0.036,7.7643,956.9,4.32,879.0,141.0,200.0,1,q1_q17_dr25_tce,5774.0,4.159,1.412,286.6301,38.945599,13.397
7626506,K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.408878137,134.006366,0.018,3.4967,798.9,2.28,809.0,101.22,147.2,1,q1_q17_dr25_tce,5551.0,4.508,0.812,296.98102,43.209751,13.771
7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538.0,19.83,97.1,2,q1_q17_dr25_tce,5551.0,4.508,0.812,296.98102,43.209751,13.771
8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,52.09081627,158.744665,0.065,8.6388,2894.1,7.14,592.0,29.07,243.5,1,q1_q17_dr25_tce,6198.0,4.237,1.324,300.51712,44.38158,13.914
8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,27.40229859,133.6284,0.022,6.8491,747.5,3.63,734.0,68.46,79.3,3,q1_q17_dr25_tce,6198.0,4.237,1.324,300.51712,44.38158,13.914
8394721,K00152.03,Kepler-79 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,13.48457668,136.61808,0.011,5.0197,653.5,3.39,929.0,176.29,80.8,2,q1_q17_dr25_tce,6198.0,4.237,1.324,300.51712,44.38158,13.914
8394721,K00152.04,Kepler-79 e,CONFIRMED,CANDIDATE,0.976,0,0,0,0,81.0637895,139.53492,0.584,3.001,476.0,3.01,511.0,16.12,19.4,4,q1_q17_dr25_tce,6198.0,4.237,1.324,300.51712,44.38158,13.914
12252424,K00153.01,Kepler-113 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.925079516,139.71389,0.74,2.6766,977.5,2.36,628.0,36.89,135.8,2,q1_q17_dr25_tce,4728.0,4.628,0.693,287.99789,50.944328,13.461
12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.75400072,128.547155,0.672,2.5394,748.7,2.0,775.0,85.23,141.4,1,q1_q17_dr25_tce,4728.0,4.628,0.693,287.99789,50.944328,13.461
8030148,K00155.01,Kepler-474 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.660669429,137.416045,0.477,4.6483,737.8,3.24,1115.0,365.53,201.1,1,q1_q17_dr25_tce,5746.0,4.266,1.173,292.3215,43.881168,13.494
10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,0.68,0,0,0,0,8.041347775,143.038292,0.26,2.6332,591.0,1.29,507.0,15.59,77.5,2,q1_q17_dr25_tce,3980.0,4.722,0.54,294.12143,48.349522,13.738
